officeName,addressLine1,addressLine2,city,state,zipCode,Cancer Type
"Arizona Oncology Associates, PC - HOPE","603 N. Wilmot Rd., Suite 151",,Tucson,AZ,85711,Refractory Malignancies,RM 720
"Rocky Mountain Cancer Centers, LLP",1700 South Potomac Street,,Aurora,CO,80012,Refractory Malignancies,RM 720
"Rocky Mountain Cancer Centers, LLP","1800 Williams Street, Suite 200",,Denver,CO,80218,Refractory Malignancies,RM 720
"Rocky Mountain Cancer Centers, LLP","10107 Ridge Gate Parkway, Suite 200",,Lone Tree,CO,80124,Refractory Malignancies,RM 720
OU-OU Health University of Oklahoma Medical Center,700 Northeast 13th Street,,Oklahoma City,OK,73104,Refractory Malignancies,RM 782
OU-Stephenson Cancer Center,800 N.E. 10th Street,,Oklahoma City,OK,73104,Refractory Malignancies,RM 782
OU-Stephenson Cancer Center - Main,800 N.E. 10th Street,Suite 3302,Oklahoma City,OK,73104,Refractory Malignancies,RM 782
OU-Stephenson Cancer Center Chemo,800 N.E. 10th Street,3rd Floor,Oklahoma City,OK,73104,Refractory Malignancies,RM 782
SCRI Oncology Partners-Sarah Cannon Research Institute -  Pharmacy,335 24th Avenue North,Suite 430,Nashville,TN,37203,Refractory Malignancies,RM 782
SCRI Oncology Partners-SCRI Oncology Partners,335 24th Avenue North,Suite 200,Nashville,TN,37203,Refractory Malignancies,RM 782
OU-OU Health University of Oklahoma Medical Center,700 Northeast 13th Street,,Oklahoma City,OK,73104,Refractory Malignancies,RM 816
OU-Stephenson Cancer Center,800 N.E. 10th Street,,Oklahoma City,OK,73104,Refractory Malignancies,RM 816
OU-Stephenson Cancer Center - Main,800 N.E. 10th Street,Suite 3302,Oklahoma City,OK,73104,Refractory Malignancies,RM 816
OU-Stephenson Cancer Center Chemo,800 N.E. 10th Street,3rd Floor,Oklahoma City,OK,73104,Refractory Malignancies,RM 816
SCRI Oncology Partners-SCRI Oncology Partners,335 24th Avenue North,Suite 200,Nashville,TN,37203,Refractory Malignancies,RM 816
SCRI Oncology Partners-TriStar CMC,2410 Patterson Street,Suite 300,Nashville,TN,37203,Refractory Malignancies,RM 816
SCRI Oncology Partners-Sarah Cannon Research Institute -  Pharmacy,335 24th Avenue North,Suite 430,Nashville,TN,37203,Refractory Malignancies,RM 825
SCRI Oncology Partners-SCRI Oncology Partners,335 24th Avenue North,Suite 200,Nashville,TN,37203,Refractory Malignancies,RM 825
SCRI Oncology Partners-Sarah Cannon Research Institute -  Pharmacy,335 24th Avenue North,Suite 430,Nashville,TN,37203,Refractory Malignancies,RM 827
SCRI Oncology Partners-SCRI Oncology Partners,335 24th Avenue North,Suite 200,Nashville,TN,37203,Refractory Malignancies,RM 827
SCRI Oncology Partners-Sarah Cannon Research Institute -  Pharmacy,335 24th Avenue North,Suite 430,Nashville,TN,37203,Refractory Malignancies,RM 849
SCRI Oncology Partners-SCRI Oncology Partners,335 24th Avenue North,Suite 200,Nashville,TN,37203,Refractory Malignancies,RM 849
DEN DDU-Denver DDU,1800 Williams Street,Suite 300,Denver,CO,80218,Refractory Malignancies,RM 865
DEN DDU-Presbyterian - St. Lukes,1719 E. 19th Avenue,,Denver,CO,80218,Refractory Malignancies,RM 865
Lake Nona DDU-Lake Nona DDU,6400 Sanger Road Suite A2000,NULL,Orlando,FL,32837,Refractory Malignancies,RM 865
SCRI Oncology Partners-Sarah Cannon Research Institute -  Pharmacy,335 24th Avenue North,Suite 430,Nashville,TN,37203,Refractory Malignancies,RM 865
SCRI Oncology Partners-SCRI Oncology Partners,335 24th Avenue North,Suite 200,Nashville,TN,37203,Refractory Malignancies,RM 865
DEN DDU-Denver DDU,1800 Williams Street,Suite 300,Denver,CO,80218,Refractory Malignancies,RM 868
DEN DDU-Presbyterian - St. Lukes Medical Center,1719 E. 19th Street,Suite 100,Denver,CO,80218,Refractory Malignancies,RM 868
Lake Nona DDU-Lake Nona DDU,6400 Sanger Road Suite A2000,NULL,Orlando,FL,32837,Refractory Malignancies,RM 868
Lake Nona DDU-UCF Lake Nona Medical Center,6700 Lake Nona Blvd,NULL,Orlando,FL,32827,Refractory Malignancies,RM 868
SCRI Oncology Partners-Sarah Cannon Research Institute -  Pharmacy,335 24th Avenue North,Suite 430,Nashville,TN,37203,Refractory Malignancies,RM 868
SCRI Oncology Partners-SCRI Oncology Partners,335 24th Avenue North,Suite 200,Nashville,TN,37203,Refractory Malignancies,RM 868
SCRI Oncology Partners-Sarah Cannon Research Institute -  Pharmacy,335 24th Avenue North,Suite 430,Nashville,TN,37203,Refractory Malignancies,RM 901
SCRI Oncology Partners-SCRI Oncology Partners,335 24th Avenue North,Suite 200,Nashville,TN,37203,Refractory Malignancies,RM 901
OU-OU Health University of Oklahoma Medical Center,700 Northeast 13th Street,,Oklahoma City,OK,73104,Refractory Malignancies,RM 922
OU-Stephenson Cancer Center,800 N.E. 10th Street,,Oklahoma City,OK,73104,Refractory Malignancies,RM 922
OU-Stephenson Cancer Center - Main,800 N.E. 10th Street,Suite 3302,Oklahoma City,OK,73104,Refractory Malignancies,RM 922
OU-Stephenson Cancer Center Chemo,800 N.E. 10th Street,3rd Floor,Oklahoma City,OK,73104,Refractory Malignancies,RM 922
OU-OU Health University of Oklahoma Medical Center,700 Northeast 13th Street,,Oklahoma City,OK,73104,Refractory Malignancies,RM 949
OU-Stephenson Cancer Center,800 N.E. 10th Street,,Oklahoma City,OK,73104,Refractory Malignancies,RM 949
OU-Stephenson Cancer Center - Main,800 N.E. 10th Street,Suite 3302,Oklahoma City,OK,73104,Refractory Malignancies,RM 949
OU-Stephenson Cancer Center Chemo,800 N.E. 10th Street,3rd Floor,Oklahoma City,OK,73104,Refractory Malignancies,RM 949
SCRI Oncology Partners-Sarah Cannon Research Institute -  Pharmacy,335 24th Avenue North,Suite 430,Nashville,TN,37203,Refractory Malignancies,RM 949
SCRI Oncology Partners-SCRI Oncology Partners,335 24th Avenue North,Suite 200,Nashville,TN,37203,Refractory Malignancies,RM 949
SCRI Oncology Partners-Sarah Cannon Research Institute -  Pharmacy,335 24th Avenue North,Suite 430,Nashville,TN,37203,Refractory Malignancies,RM 980
SCRI Oncology Partners-SCRI Oncology Partners,335 24th Avenue North,Suite 200,Nashville,TN,37203,Refractory Malignancies,RM 980
Lake Nona DDU-Lake Nona DDU,6400 Sanger Road Suite A2000,NULL,Orlando,FL,32837,Refractory Malignancies,RM 991
Lake Nona DDU-UCF Lake Nona Medical Center,6700 Lake Nona Blvd,NULL,Orlando,FL,32827,Refractory Malignancies,RM 991
"Rocky Mountain Cancer Centers, LLP",1700 South Potomac Street,,Aurora,CO,80012,Refractory Malignancies,RM 744 EXP
"Rocky Mountain Cancer Centers, LLP",4715 Arapahoe Ave,,Boulder,CO,80303,Refractory Malignancies,RM 744 EXP
"Rocky Mountain Cancer Centers, LLP","14000 E. Arapahoe Road, Suite 160",,Centennial,CO,80112,Refractory Malignancies,RM 744 EXP
"Rocky Mountain Cancer Centers, LLP","2312 N. Nevada Avenue, Suite 400",,Colorado Springs,CO,80907,Refractory Malignancies,RM 744 EXP
"Rocky Mountain Cancer Centers, LLP","6031 E. Woodmen Rd, Suite 200",,Colorado Springs,CO,80923,Refractory Malignancies,RM 744 EXP
"Rocky Mountain Cancer Centers, LLP","4700 E. Hale Parkway, Suite 400",,Denver,CO,80220,Refractory Malignancies,RM 744 EXP
"Rocky Mountain Cancer Centers, LLP","1800 Williams Street, Suite 200",,Denver,CO,80218,Refractory Malignancies,RM 744 EXP
"Rocky Mountain Cancer Centers, LLP","701 E. Hampden Ave., Suite 300",,Englewood,CO,80113,Refractory Malignancies,RM 744 EXP
"Rocky Mountain Cancer Centers, LLP","11750 West 2nd Place, Suite 160",,Lakewood,CO,80228,Refractory Malignancies,RM 744 EXP
"Rocky Mountain Cancer Centers, LLP",22 West Dry Creek Circle,,Littleton,CO,80120,Refractory Malignancies,RM 744 EXP
"Rocky Mountain Cancer Centers, LLP","10107 Ridge Gate Parkway, Suite 200",,Lone Tree,CO,80124,Refractory Malignancies,RM 744 EXP
"Rocky Mountain Cancer Centers, LLP","1760 E. Ken Pratt Boulevard, Suite 302",UCHealth Medical Office Building,Longmont,CO,80504,Refractory Malignancies,RM 744 EXP
"Rocky Mountain Cancer Centers, LLP","525 W. 15th St., Suite 200",,Pueblo,CO,81003,Refractory Malignancies,RM 744 EXP
"Rocky Mountain Cancer Centers, LLP",8820 Huron Street ,,Thornton,CO,80260,Refractory Malignancies,RM 744 EXP
Virginia Oncology Associates,"6251 E. Virginia Beach Blvd., Suite 200",,Norfolk,VA,23502,Refractory Malignancies,RM 1083
FCS SAC DDU-Sarasota DDU,600 North Cattlemen Road,SAC DDU,Sarasota,FL,34232,Refractory Malignancies,RM 1025
SCRI Oncology Partners-Sarah Cannon Research Institute -  Pharmacy,335 24th Avenue North,Suite 430,Nashville,TN,37203,Refractory Malignancies,RM 1028
SCRI Oncology Partners-SCRI Oncology Partners,335 24th Avenue North,Suite 200,Nashville,TN,37203,Refractory Malignancies,RM 1028
SCRI Oncology Partners-Sarah Cannon Research Institute -  Pharmacy,335 24th Avenue North,Suite 430,Nashville,TN,37203,Refractory Malignancies,RM 1030
SCRI Oncology Partners-SCRI Oncology Partners,335 24th Avenue North,Suite 200,Nashville,TN,37203,Refractory Malignancies,RM 1030
DEN DDU-Denver DDU,1800 Williams Street,Suite 300,Denver,CO,80218,Refractory Malignancies,RM 1037
DEN DDU-Presbyterian - St. Lukes Medical Center,1719 E. 19th Street,Suite 100,Denver,CO,80218,Refractory Malignancies,RM 1037
FCS SAC DDU-Sarasota DDU,600 North Cattlemen Road,SAC DDU,Sarasota,FL,34232,Refractory Malignancies,RM 1037
OU-Stephenson Cancer Center,800 N.E. 10th Street,,Oklahoma City,OK,73104,Refractory Malignancies,RM 1037
OU-Stephenson Cancer Center - Main,800 N.E. 10th Street,Suite 3302,Oklahoma City,OK,73104,Refractory Malignancies,RM 1037
OU-Stephenson Cancer Center Chemo,800 N.E. 10th Street,3rd Floor,Oklahoma City,OK,73104,Refractory Malignancies,RM 1037
SCRI Oncology Partners-SCRI Oncology Partners,335 24th Avenue North,Suite 200,Nashville,TN,37203,Refractory Malignancies,RM 1037
DEN DDU-Denver DDU,1800 Williams Street,Suite 300,Denver,CO,80218,Refractory Malignancies,RM 1063
DEN DDU-Presbyterian - St. Lukes Medical Center,1719 E. 19th Street,Suite 100,Denver,CO,80218,Refractory Malignancies,RM 1063
FCS SAC DDU-Sarasota DDU,600 North Cattlemen Road,SAC DDU,Sarasota,FL,34232,Refractory Malignancies,RM 1063
SCRI Oncology Partners-Sarah Cannon Research Institute -  Pharmacy,335 24th Avenue North,Suite 430,Nashville,TN,37203,Refractory Malignancies,RM 1063
SCRI Oncology Partners-SCRI Oncology Partners,335 24th Avenue North,Suite 200,Nashville,TN,37203,Refractory Malignancies,RM 1063
DEN DDU-Denver DDU,1800 Williams Street,Suite 300,Denver,CO,80218,Refractory Malignancies,RM 1089
DEN DDU-Presbyterian - St. Lukes Medical Center,1719 E. 19th Street,Suite 100,Denver,CO,80218,Refractory Malignancies,RM 1089
OU-OU Health University of Oklahoma Medical Center,700 Northeast 13th Street,,Oklahoma City,OK,73104,Refractory Malignancies,RM 1098
OU-Stephenson Cancer Center,800 N.E. 10th Street,,Oklahoma City,OK,73104,Refractory Malignancies,RM 1098
OU-Stephenson Cancer Center Chemo,800 N.E. 10th Street,3rd Floor,Oklahoma City,OK,73104,Refractory Malignancies,RM 1098
SCRI Oncology Partners-Sarah Cannon Research Institute -  Pharmacy,335 24th Avenue North,Suite 430,Nashville,TN,37203,Refractory Malignancies,RM 1098
SCRI Oncology Partners-SCRI Oncology Partners,335 24th Avenue North,Suite 200,Nashville,TN,37203,Refractory Malignancies,RM 1098
Lake Nona DDU-Lake Nona DDU,6400 Sanger Road Suite A2000,NULL,Orlando,FL,32837,Refractory Malignancies,RM 1111
DEN DDU-Denver DDU,1800 Williams Street,Suite 300,Denver,CO,80218,Refractory Malignancies,RM 1115
DEN DDU-Presbyterian - St. Lukes Medical Center,1719 E. 19th Street,Suite 100,Denver,CO,80218,Refractory Malignancies,RM 1115
Lake Nona DDU-Lake Nona DDU,6400 Sanger Road Suite A2000,NULL,Orlando,FL,32837,Refractory Malignancies,RM 1115
Lake Nona DDU-UCF Lake Nona Medical Center,6700 Lake Nona Blvd,NULL,Orlando,FL,32827,Refractory Malignancies,RM 1115
FCS SAC DDU-Sarasota DDU,600 North Cattlemen Road,SAC DDU,Sarasota,FL,34232,Refractory Malignancies,RM 1115
SCRI Oncology Partners-Sarah Cannon Research Institute -  Pharmacy,335 24th Avenue North,Suite 430,Nashville,TN,37203,Refractory Malignancies,RM 1115
SCRI Oncology Partners-SCRI Oncology Partners,335 24th Avenue North,Suite 200,Nashville,TN,37203,Refractory Malignancies,RM 1115
DEN DDU-Denver DDU,1800 Williams Street,Suite 300,Denver,CO,80218,Refractory Malignancies,RM 1129
DEN DDU-Presbyterian - St. Lukes Medical Center,1719 E. 19th Street,Suite 100,Denver,CO,80218,Refractory Malignancies,RM 1129
Lake Nona DDU-Lake Nona DDU,6400 Sanger Road Suite A2000,NULL,Orlando,FL,32837,Refractory Malignancies,RM 1129
Lake Nona DDU-UCF Lake Nona Medical Center,6700 Lake Nona Blvd,NULL,Orlando,FL,32827,Refractory Malignancies,RM 1129
FCS SAC DDU-Sarasota DDU,600 North Cattlemen Road,SAC DDU,Sarasota,FL,34232,Refractory Malignancies,RM 1129
SCRI Oncology Partners-SCRI Oncology Partners,335 24th Avenue North,Suite 200,Nashville,TN,37203,Refractory Malignancies,RM 1140
FCS LM DDU-Lake Mary DDU-,805 Currency Cir,NULL,Lake Mary,FL,32746,Refractory Malignancies,RM 1142
DEN DDU-Denver DDU,1800 Williams Street,Suite 300,Denver,CO,80218,Refractory Malignancies,RM 726
DEN DDU-Presbyterian - St. Lukes,1719 E. 19th Avenue,,Denver,CO,80218,Refractory Malignancies,RM 726
FCS SAC DDU-Sarasota DDU,600 North Cattlemen Road,SAC DDU,Sarasota,FL,34232,Refractory Malignancies,RM 726
OU-OU Health University of Oklahoma Medical Center,700 Northeast 13th Street,,Oklahoma City,OK,73104,Refractory Malignancies,RM 726
OU-Stephenson Cancer Center,800 N.E. 10th Street,,Oklahoma City,OK,73104,Refractory Malignancies,RM 726
OU-Stephenson Cancer Center - Main,800 N.E. 10th Street,Suite 3302,Oklahoma City,OK,73104,Refractory Malignancies,RM 726
OU-Stephenson Cancer Center Chemo,800 N.E. 10th Street,3rd Floor,Oklahoma City,OK,73104,Refractory Malignancies,RM 726
SCRI Oncology Partners-Sarah Cannon Research Institute -  Pharmacy,335 24th Avenue North,Suite 430,Nashville,TN,37203,Refractory Malignancies,RM 726
SCRI Oncology Partners-SCRI Oncology Partners,335 24th Avenue North,Suite 200,Nashville,TN,37203,Refractory Malignancies,RM 726
SCRI Oncology Partners-TriStar BMT - Nashville,2410 Patterson Street,Suite 500,Nashville,TN,37203,Refractory Malignancies,RM 726
SCRI Oncology Partners-TriStar CMC,2410 Patterson Street,Suite 300,Nashville,TN,37203,Refractory Malignancies,RM 726
SCRI Oncology Partners-TriStar CMC - Cell Processing,2300 Patterson Street,3rd Floor,Nashville,TN,37203,Refractory Malignancies,RM 726
OU-OU Health University of Oklahoma Medical Center,700 Northeast 13th Street,,Oklahoma City,OK,73104,Refractory Malignancies,RM 729
OU-Stephenson Cancer Center,800 N.E. 10th Street,,Oklahoma City,OK,73104,Refractory Malignancies,RM 729
OU-Stephenson Cancer Center - Main,800 N.E. 10th Street,Suite 3302,Oklahoma City,OK,73104,Refractory Malignancies,RM 729
OU-Stephenson Cancer Center Chemo,800 N.E. 10th Street,3rd Floor,Oklahoma City,OK,73104,Refractory Malignancies,RM 729
SCRI Oncology Partners-Sarah Cannon Research Institute -  Pharmacy,335 24th Avenue North,Suite 430,Nashville,TN,37203,Refractory Malignancies,RM 729
SCRI Oncology Partners-SCRI Oncology Partners,335 24th Avenue North,Suite 200,Nashville,TN,37203,Refractory Malignancies,RM 729
SCRI Oncology Partners-TriStar CMC,2410 Patterson Street,Suite 300,Nashville,TN,37203,Refractory Malignancies,RM 729
SCRI Oncology Partners-Sarah Cannon Research Institute -  Pharmacy,335 24th Avenue North,Suite 430,Nashville,TN,37203,Refractory Malignancies,RM 743
SCRI Oncology Partners-SCRI Oncology Partners,335 24th Avenue North,Suite 200,Nashville,TN,37203,Refractory Malignancies,RM 743
FCS SAC DDU-Sarasota Cattlemen,600 North Cattlemen Road,Suite 200,Sarasota,FL,34232,Refractory Malignancies,RM 884
FCS SAC DDU-Sarasota DDU,600 North Cattlemen Road,SAC DDU,Sarasota,FL,34232,Refractory Malignancies,RM 884
SCRI Oncology Partners-SCRI Oncology Partners,335 24th Avenue North,Suite 200,Nashville,TN,37203,Refractory Malignancies,RM 902
SCRI Oncology Partners-Sarah Cannon Research Institute -  Pharmacy,335 24th Avenue North,Suite 430,Nashville,TN,37203,Refractory Malignancies,RM 911
SCRI Oncology Partners-SCRI Oncology Partners,335 24th Avenue North,Suite 200,Nashville,TN,37203,Refractory Malignancies,RM 911
SCRI Oncology Partners-TriStar BMT,2410 Patterson Street,Suite 500,Nashville,TN,37203,Refractory Malignancies,RM 911
SCRI Oncology Partners-TriStar CMC - Cell Processing,2300 Patterson Street,3rd Floor,Nashville,TN,37203,Refractory Malignancies,RM 911
SCRI Oncology Partners-Sarah Cannon Research Institute -  Pharmacy,335 24th Avenue North,Suite 430,Nashville,TN,37203,Refractory Malignancies,RM 924
SCRI Oncology Partners-SCRI Oncology Partners,335 24th Avenue North,Suite 200,Nashville,TN,37203,Refractory Malignancies,RM 924
OU-OU Health University of Oklahoma Medical Center,700 Northeast 13th Street,,Oklahoma City,OK,73104,Refractory Malignancies,RM 935
OU-Stephenson Cancer Center,800 N.E. 10th Street,,Oklahoma City,OK,73104,Refractory Malignancies,RM 935
OU-Stephenson Cancer Center - Main,800 N.E. 10th Street,Suite 3302,Oklahoma City,OK,73104,Refractory Malignancies,RM 935
OU-Stephenson Cancer Center Chemo,800 N.E. 10th Street,3rd Floor,Oklahoma City,OK,73104,Refractory Malignancies,RM 935
SCRI Oncology Partners-SCRI Oncology Partners,335 24th Avenue North,Suite 200,Nashville,TN,37203,Refractory Malignancies,RM 935
SCRI Oncology Partners-CMC Pharmacy,2300 Patterson Street,3rd Floor,Nashville,TN,37203,Refractory Malignancies,RM 976
SCRI Oncology Partners-Sarah Cannon Research Institute -  Pharmacy,335 24th Avenue North,Suite 430,Nashville,TN,37203,Refractory Malignancies,RM 976
SCRI Oncology Partners-SCRI Oncology Partners,335 24th Avenue North,Suite 200,Nashville,TN,37203,Refractory Malignancies,RM 976
SCRI Oncology Partners-TriStar BMT,2410 Patterson Street,Suite 500,Nashville,TN,37203,Refractory Malignancies,RM 976
SCRI Oncology Partners-TriStar CMC,2410 Patterson Street,Suite 300,Nashville,TN,37203,Refractory Malignancies,RM 976
SCRI Oncology Partners-TriStar CMC - Cell Processing,2300 Patterson Street,3rd Floor,Nashville,TN,37203,Refractory Malignancies,RM 976
DEN DDU-Denver DDU,1800 Williams Street,Suite 300,Denver,CO,80218,Refractory Malignancies,RM 1021
DEN DDU-Presbyterian - St. Lukes,1719 E. 19th Avenue,,Denver,CO,80218,Refractory Malignancies,RM 1021
FCS LM DDU-Lake Mary DDU-,805 Currency Cir,NULL,Lake Mary,FL,32746,Refractory Malignancies,RM 1021
SCRI Oncology Partners-CMC Pharmacy,2300 Patterson Street,3rd Floor,Nashville,TN,37203,Refractory Malignancies,RM 1021
SCRI Oncology Partners-Sarah Cannon Research Institute -  Pharmacy,335 24th Avenue North,Suite 430,Nashville,TN,37203,Refractory Malignancies,RM 1021
SCRI Oncology Partners-SCRI Oncology Partners,335 24th Avenue North,Suite 200,Nashville,TN,37203,Refractory Malignancies,RM 1021
SCRI Oncology Partners-TriStar BMT,2410 Patterson Street,Suite 500,Nashville,TN,37203,Refractory Malignancies,RM 1021
SCRI Oncology Partners-TriStar CMC,2410 Patterson Street,Suite 300,Nashville,TN,37203,Refractory Malignancies,RM 1021
SCRI Oncology Partners-TriStar CMC Cell Processing Lab,2300 Patterson Street,3rd Floor,Nashville,TN,37203,Refractory Malignancies,RM 1021
DEN DDU-Denver DDU,1800 Williams Street,Suite 300,Denver,CO,80218,Refractory Malignancies,RM 1024
DEN DDU-Presbyterian - St. Lukes Medical Center,1719 E. 19th Street,Suite 100,Denver,CO,80218,Refractory Malignancies,RM 1024
Lake Nona DDU-Lake Nona DDU,6400 Sanger Road Suite A2000,NULL,Orlando,FL,32837,Refractory Malignancies,RM 1034
Lake Nona DDU-UCF Lake Nona Medical Center,6700 Lake Nona Blvd,NULL,Orlando,FL,32827,Refractory Malignancies,RM 1034
SCRI Oncology Partners-CMC Pharmacy,2300 Patterson Street,3rd Floor,Nashville,TN,37203,Refractory Malignancies,RM 1034
SCRI Oncology Partners-Sarah Cannon Research Institute -  Pharmacy,335 24th Avenue North,Suite 430,Nashville,TN,37203,Refractory Malignancies,RM 1034
SCRI Oncology Partners-SCRI Oncology Partners,335 24th Avenue North,Suite 200,Nashville,TN,37203,Refractory Malignancies,RM 1034
SCRI Oncology Partners-TriStar BMT,2410 Patterson Street,Suite 500,Nashville,TN,37203,Refractory Malignancies,RM 1034
SCRI Oncology Partners-TriStar CMC,2410 Patterson Street,Suite 300,Nashville,TN,37203,Refractory Malignancies,RM 1034
SCRI Oncology Partners-TriStar CMC - Cell Processing,2300 Patterson Street,3rd Floor,Nashville,TN,37203,Refractory Malignancies,RM 1034
Lake Nona DDU-Lake Nona DDU,6400 Sanger Road Suite A2000,NULL,Orlando,FL,32837,Refractory Malignancies,RM 1039
SCRI Oncology Partners-Sarah Cannon Research Institute -  Pharmacy,335 24th Avenue North,Suite 430,Nashville,TN,37203,Refractory Malignancies,RM 1039
SCRI Oncology Partners-SCRI Oncology Partners,335 24th Avenue North,Suite 200,Nashville,TN,37203,Refractory Malignancies,RM 1039
SCRI Oncology Partners-Sarah Cannon Research Institute -  Pharmacy,335 24th Avenue North,Suite 430,Nashville,TN,37203,Refractory Malignancies,RM 1042
SCRI Oncology Partners-SCRI Oncology Partners,335 24th Avenue North,Suite 200,Nashville,TN,37203,Refractory Malignancies,RM 1042
FCS SAC DDU-Sarasota DDU,600 North Cattlemen Road,SAC DDU,Sarasota,FL,34232,Refractory Malignancies,RM 1072
SCRI Oncology Partners-CMC Pharmacy,2300 Patterson Street,3rd Floor,Nashville,TN,37203,Refractory Malignancies,RM 1074
SCRI Oncology Partners-Sarah Cannon Research Institute -  Pharmacy,335 24th Avenue North,Suite 430,Nashville,TN,37203,Refractory Malignancies,RM 1074
SCRI Oncology Partners-SCRI Oncology Partners,335 24th Avenue North,Suite 200,Nashville,TN,37203,Refractory Malignancies,RM 1074
SCRI Oncology Partners-TriStar BMT,2410 Patterson Street,Suite 500,Nashville,TN,37203,Refractory Malignancies,RM 1074
SCRI Oncology Partners-TriStar CMC,2410 Patterson Street,Suite 300,Nashville,TN,37203,Refractory Malignancies,RM 1074
SCRI Oncology Partners-TriStar CMC - Cell Processing,2300 Patterson Street,3rd Floor,Nashville,TN,37203,Refractory Malignancies,RM 1074
DEN DDU-Denver DDU,1800 Williams Street,Suite 300,Denver,CO,80218,Refractory Malignancies,RM 1121
DEN DDU-Presbyterian - St. Lukes Medical Center,1719 E. 19th Street,Suite 100,Denver,CO,80218,Refractory Malignancies,RM 1121
SCRI Oncology Partners-Sarah Cannon Research Institute -  Pharmacy,335 24th Avenue North,Suite 430,Nashville,TN,37203,Refractory Malignancies,RM 1121
SCRI Oncology Partners-SCRI Oncology Partners,335 24th Avenue North,Suite 200,Nashville,TN,37203,Refractory Malignancies,RM 1121
SCRI Oncology Partners-Sarah Cannon Research Institute -  Pharmacy,335 24th Avenue North,Suite 430,Nashville,TN,37203,Refractory Malignancies,RM 1133
SCRI Oncology Partners-SCRI Oncology Partners,335 24th Avenue North,Suite 200,Nashville,TN,37203,Refractory Malignancies,RM 1133
SCRI Oncology Partners-SCRI Oncology Partners,335 24th Avenue North,Suite 200,Nashville,TN,37203,Refractory Malignancies,RM 1134
SCRI Oncology Partners-TriStar BMT - Nashville,2410 Patterson Street,Suite 500,Nashville,TN,37203,Refractory Malignancies,RM 1134
SCRI Oncology Partners-TriStar CMC,2410 Patterson Street,Suite 300,Nashville,TN,37203,Refractory Malignancies,RM 1134
SCRI Oncology Partners-TriStar CMC - Cell Processing,2300 Patterson Street,3rd Floor,Nashville,TN,37203,Refractory Malignancies,RM 1134
DEN DDU-Denver DDU,1800 Williams Street,Suite 300,Denver,CO,80218,Refractory Malignancies,RM 1146
DEN DDU-Presbyterian - St. Lukes Medical Center,1719 E. 19th Street,Suite 100,Denver,CO,80218,Refractory Malignancies,RM 1146
FCS LM DDU-Lake Mary DDU-,805 Currency Cir,NULL,Lake Mary,FL,32746,Refractory Malignancies,RM 1147
DEN DDU-Denver DDU,1800 Williams Street,Suite 300,Denver,CO,80218,Refractory Malignancies,RM 670
DEN DDU-Presbyterian - St. Lukes Medical Center,1719 E. 19th Street,Suite 100,Denver,CO,80218,Refractory Malignancies,RM 670
OU-OU Health University of Oklahoma Medical Center,700 Northeast 13th Street,,Oklahoma City,OK,73104,Refractory Malignancies,RM 670
OU-Stephenson Cancer Center,800 N.E. 10th Street,,Oklahoma City,OK,73104,Refractory Malignancies,RM 670
OU-Stephenson Cancer Center - Main,800 N.E. 10th Street,Suite 3302,Oklahoma City,OK,73104,Refractory Malignancies,RM 670
OU-Stephenson Cancer Center Chemo,800 N.E. 10th Street,3rd Floor,Oklahoma City,OK,73104,Refractory Malignancies,RM 670
SCRI Oncology Partners-Sarah Cannon Research Institute -  Pharmacy,335 24th Avenue North,Suite 430,Nashville,TN,37203,Refractory Malignancies,RM 739
SCRI Oncology Partners-SCRI Oncology Partners,335 24th Avenue North,Suite 200,Nashville,TN,37203,Refractory Malignancies,RM 739
Lake Nona DDU-Lake Nona DDU,6400 Sanger Road Suite A2000,NULL,Orlando,FL,32837,Refractory Malignancies,RM 804
SCRI Oncology Partners-Sarah Cannon Research Institute -  Pharmacy,335 24th Avenue North,Suite 430,Nashville,TN,37203,Refractory Malignancies,RM 804
SCRI Oncology Partners-SCRI Oncology Partners,335 24th Avenue North,Suite 200,Nashville,TN,37203,Refractory Malignancies,RM 804
SCRI Oncology Partners-Sarah Cannon Research Institute -  Pharmacy,335 24th Avenue North,Suite 430,Nashville,TN,37203,Refractory Malignancies,RM 806
SCRI Oncology Partners-SCRI Oncology Partners,335 24th Avenue North,Suite 200,Nashville,TN,37203,Refractory Malignancies,RM 806
SKCC/TJU-Honickman Center,1101 Chestnut Street,NULL,Philadelphia,PA,19107,Refractory Malignancies,RM 845
SKCC/TJU-Thomas Jefferson University - Chestnut,925 Chestnut Street,"Suite 220A, 320A, 420A",Philadelphia,PA,19107,Refractory Malignancies,RM 845
SKCC/TJU-Thomas Jefferson University - Gibbon,111 South 11th Street,Gibbon Building,Philadelphia,PA,19107,Refractory Malignancies,RM 845
SKCC/TJU-Thomas Jefferson University - Walnut,1025 Walnut Street,Suite 726,Philadelphia,PA,19107,Refractory Malignancies,RM 845
SKCC/TJU-Thomas Jefferson University Clinical Research Unit,132 South 10th Street,Room 117,Philadelphia,PA,19107,Refractory Malignancies,RM 845
Lake Nona DDU-Lake Nona DDU,6400 Sanger Road Suite A2000,NULL,Orlando,FL,32837,Refractory Malignancies,RM 875
Lake Nona DDU-UCF Lake Nona Medical Center,6700 Lake Nona Blvd,NULL,Orlando,FL,32827,Refractory Malignancies,RM 875
